Date,Country,Sales,Customers
2013-12-20,Italia,257.39,29
2013-12-20,Italia,1694.41,158
2013-12-20,Italia,1015.36,43
2013-12-21,Francia,2702.61,110
2013-12-22,Francia,4738.16,586
2013-12-22,Italia,2050.41,88
2013-12-22,Francia,285.14,12
2013-12-22,Italia,637.65,36
2013-12-22,España,546.22,27
2013-12-23,Inglaterra,3696.91,287
2013-12-23,España,1666.13,94
2013-12-24,Francia,2396.04,164
2013-12-24,Italia,2074.16,100
2013-12-24,España,3675.47,157
2013-12-25,España,1136.71,78
2013-12-25,España,578.56,29
2013-12-26,Francia,3673.41,207
2013-12-26,Inglaterra,2282.63,121
2013-12-26,Italia,3002.98,219
2013-12-26,España,2377.44,146
2013-12-26,España,156.02,10
2013-12-26,Francia,3111.75,212
2013-12-27,Francia,1400.18,96
2013-12-27,Italia,1770.49,117
2013-12-27,España,3377.61,138
2013-12-27,Francia,1148.86,60
2013-12-28,Italia,4047.86,415
2013-12-28,Francia,3843.59,278
2013-12-28,Francia,2339.2,102
2013-12-28,Inglaterra,3206.85,275
2013-12-29,España,2227.76,94
2013-12-29,Italia,1569.44,93
2013-12-29,España,741.97,33
2013-12-29,España,1053.63,53
2013-12-29,Inglaterra,1685.69,92
2013-12-29,Francia,2846.32,148
2013-12-29,Inglaterra,3623.94,290
2013-12-29,Inglaterra,1156.16,57
2013-12-29,Inglaterra,4033.11,408
2013-12-30,Francia,968.83,56
2013-12-30,Francia,2064.42,124
2013-12-30,Inglaterra,4337.47,244
2013-12-30,Inglaterra,4939.22,262
2013-12-30,Italia,3572.77,160
2013-12-31,Francia,3343.4,271
2013-12-31,Francia,4993.62,236
2013-12-31,Francia,502.94,34
2013-12-31,Francia,4640.87,262
2013-12-31,España,1760.79,112
2013-12-31,Italia,4375.92,411
2014-01-01,Francia,861.72,52
2014-01-01,Francia,3429.1,163
2014-01-01,Inglaterra,4289.09,269
2014-01-01,España,1430.16,116
2014-01-01,España,4453.32,537
2014-01-01,Italia,280.78,16
2014-01-02,Francia,987.15,48
2014-01-02,España,519.75,36
2014-01-02,Francia,3392.59,149
2014-01-02,Francia,297.2,14
2014-01-02,España,4638.45,246
2014-01-03,Francia,1186.15,49
2014-01-03,Francia,290.78,15
2014-01-03,Francia,388.1,30
2014-01-04,Francia,117.2,6
2014-01-04,Inglaterra,4929.6,269
2014-01-04,España,2777.92,170
2014-01-05,España,295.05,15
2014-01-05,Francia,4688.08,197
2014-01-05,España,2527.99,283
2014-01-05,España,2871.14,149
2014-01-06,Italia,4947.0,304
2014-01-06,Inglaterra,3933.96,469
2014-01-06,Francia,2008.79,89
2014-01-06,Francia,3205.56,168
2014-01-07,Francia,3233.02,192
2014-01-07,España,4922.82,308
2014-01-07,Italia,4356.28,323
2014-01-08,Italia,271.41,20
2014-01-08,Italia,2980.64,140
2014-01-08,Francia,1812.48,119
2014-01-09,España,2520.81,276
2014-01-09,España,629.8,31
2014-01-09,Francia,1832.39,87
2014-01-09,España,3216.6,347
2014-01-10,Italia,443.96,27
2014-01-10,Italia,3830.61,204
2014-01-10,Inglaterra,3894.55,272
2014-01-10,Italia,4950.35,351
2014-01-10,Francia,793.59,33
2014-01-10,Francia,3952.92,222
2014-01-10,Francia,943.87,91
2014-01-11,España,2521.22,267
2014-01-11,España,654.78,29
2014-01-11,España,2116.41,118
2014-01-11,Francia,2636.93,160
2014-01-11,Francia,2785.79,127
2014-01-11,Italia,3513.04,182
2014-01-11,Francia,491.48,21
2014-01-12,Francia,2952.39,184
2014-01-12,Inglaterra,4086.82,249
2014-01-12,España,495.82,30
2014-01-13,Francia,3471.12,142
2014-01-13,Francia,1925.09,109
2014-01-13,Francia,1571.11,69
2014-01-13,Francia,4643.16,287
2014-01-14,Francia,3813.89,225
2014-01-14,España,2019.47,156
2014-01-14,España,3229.82,142
2014-01-14,Italia,173.25,12
2014-01-15,Francia,1072.21,85
2014-01-15,Francia,2515.87,134
2014-01-15,Francia,1327.67,87
2014-01-16,Francia,1495.95,133
2014-01-16,Francia,4359.77,225
2014-01-16,Francia,1016.58,43
2014-01-16,Francia,4881.88,302
2014-01-16,Italia,2217.91,217
2014-01-16,Inglaterra,889.7,51
2014-01-16,España,4172.52,339
2014-01-16,Inglaterra,4069.34,195
2014-01-17,Italia,2273.86,205
2014-01-17,España,3444.15,153
2014-01-18,Francia,4196.95,214
2014-01-18,Italia,4289.14,212
2014-01-18,Inglaterra,320.06,17
2014-01-18,Italia,3624.42,148
2014-01-18,Inglaterra,1730.01,183
2014-01-18,España,3472.05,145
2014-01-18,España,1261.94,113
2014-01-18,Francia,1612.18,77
2014-01-18,Francia,4842.28,265
2014-01-19,Francia,770.71,46
2014-01-19,Inglaterra,3171.58,287
2014-01-19,Francia,3982.03,249
2014-01-19,España,1570.15,144
2014-01-19,Francia,4955.5,251
2014-01-19,España,4991.69,246
2014-01-19,Inglaterra,4989.14,366
2014-01-19,Francia,636.21,30
2014-01-19,Francia,1598.22,113
2014-01-20,Francia,1927.73,180
2014-01-20,Italia,3733.88,151
2014-01-20,España,1859.45,159
2014-01-21,España,2306.91,122
2014-01-21,Francia,4198.72,208
2014-01-21,España,1287.42,56
2014-01-21,Francia,4206.98,230
2014-01-21,España,4858.97,540
2014-01-21,Francia,1044.44,52
2014-01-21,Francia,4434.4,187
2014-01-22,Francia,1879.91,109
2014-01-22,Francia,4647.05,205
2014-01-22,Italia,2846.56,275
2014-01-22,Inglaterra,1411.57,113
2014-01-22,España,1391.51,112
2014-01-22,Italia,3127.51,193
2014-01-22,Francia,936.7,82
2014-01-22,Francia,853.35,64
2014-01-22,Italia,1049.32,48
2014-01-22,Inglaterra,2161.73,94
2014-01-23,España,1251.64,118
2014-01-23,España,347.82,27
2014-01-23,Inglaterra,1134.67,67
2014-01-23,Francia,588.34,74
2014-01-24,Francia,371.87,19
2014-01-24,Francia,2507.61,102
2014-01-25,Francia,2994.21,141
2014-01-25,Inglaterra,4258.08,229
2014-01-25,Inglaterra,4333.39,193
2014-01-25,España,623.94,32
2014-01-25,Italia,4871.37,314
2014-01-25,España,4401.91,179
2014-01-25,Francia,259.16,18
2014-01-25,Francia,4618.93,322
2014-01-26,Francia,3323.96,150
2014-01-26,Francia,1099.04,71
2014-01-26,Francia,112.38,7
2014-01-26,Italia,880.49,41
2014-01-26,España,4774.68,418
2014-01-26,España,1880.62,120
2014-01-27,Francia,4055.18,465
2014-01-27,España,896.58,42
2014-01-27,España,1625.1,99
2014-01-28,España,3622.07,231
2014-01-28,Francia,2063.22,94
2014-01-28,Italia,4260.45,325
2014-01-28,España,2655.84,150
2014-01-28,Italia,1936.78,181
2014-01-30,Francia,1788.06,198
2014-01-30,Francia,1145.89,103
2014-01-30,Francia,2683.77,110
2014-01-30,Francia,1442.87,67
2014-01-30,Francia,4768.74,374
2014-01-31,Italia,2614.39,127
2014-01-31,Italia,3555.43,177
2014-01-31,Inglaterra,1942.2,117
2014-01-31,Italia,3426.0,232
2014-01-31,Italia,3117.38,206
2014-01-31,España,783.68,92
2014-02-01,España,1666.28,114
2014-02-01,Francia,2593.49,111
2014-02-01,Francia,1238.44,51
2014-02-01,Francia,2540.94,143
2014-02-01,Italia,3508.64,152
2014-02-01,Inglaterra,2478.93,241
2014-02-01,España,3104.3,132
2014-02-02,Inglaterra,1727.16,96
2014-02-02,Francia,2958.74,330
2014-02-02,España,191.0,15
2014-02-02,Italia,4129.87,202
2014-02-02,Francia,4946.46,366
2014-02-02,Inglaterra,3605.98,236
2014-02-03,Francia,1158.1,51
2014-02-03,Francia,4618.25,258
2014-02-03,Francia,4154.66,279
2014-02-03,España,1616.89,88
2014-02-03,España,4207.86,216
2014-02-03,Italia,4870.28,339
2014-02-04,Inglaterra,1328.59,78
2014-02-04,Francia,479.69,33
2014-02-04,España,4478.88,309
2014-02-05,Francia,162.02,8
2014-02-05,España,4627.98,269
2014-02-05,España,925.72,109
2014-02-05,Italia,408.86,21
2014-02-05,Italia,3697.21,175
2014-02-05,Francia,2668.86,289
2014-02-05,Inglaterra,3773.17,252
2014-02-05,Francia,3880.59,161
2014-02-05,Francia,2941.81,123
2014-02-06,Italia,3818.09,200
2014-02-06,Francia,4291.04,239
2014-02-06,Francia,3969.4,228
2014-02-07,Francia,3616.75,181
2014-02-07,Inglaterra,1264.34,121
2014-02-07,Inglaterra,3109.04,182
2014-02-08,España,2256.73,173
2014-02-08,España,1239.71,56
2014-02-08,Francia,1497.96,66
2014-02-08,Francia,3646.63,162
2014-02-08,España,2490.94,129
2014-02-09,Italia,1338.89,64
2014-02-09,Francia,4754.78,243
2014-02-09,Francia,973.55,44
2014-02-09,Francia,1619.08,141
2014-02-09,Francia,1554.57,168
2014-02-09,Francia,2203.78,258
2014-02-09,Italia,1881.78,95
2014-02-09,Francia,322.88,18
2014-02-10,España,4288.62,231
2014-02-10,Francia,3437.57,170
2014-02-10,España,143.19,11
2014-02-10,Francia,4674.02,264
2014-02-10,Francia,1539.01,143
2014-02-10,Francia,811.64,77
2014-02-10,Italia,1764.6,99
2014-02-11,Francia,3298.18,280
2014-02-11,Italia,1901.52,77
2014-02-11,Francia,4369.24,205
2014-02-11,Francia,3028.38,125
2014-02-11,Francia,3739.38,274
2014-02-11,Italia,1165.67,68
2014-02-12,Italia,4474.7,234
2014-02-12,Francia,1745.98,74
2014-02-12,Italia,3471.76,172
2014-02-13,España,1999.53,169
2014-02-14,Inglaterra,2773.31,256
2014-02-14,España,930.39,51
2014-02-14,España,199.07,13
2014-02-15,Inglaterra,866.89,62
2014-02-16,España,3985.22,168
2014-02-16,Inglaterra,3372.52,305
2014-02-16,España,2707.39,137
2014-02-16,España,241.4,15
2014-02-17,España,556.97,28
2014-02-17,Inglaterra,2644.47,127
2014-02-17,Italia,647.82,28
2014-02-18,Italia,4336.83,302
2014-02-18,España,2711.85,336
2014-02-18,España,3303.62,233
2014-02-18,Francia,175.53,11
2014-02-18,Italia,2845.86,232
2014-02-18,Italia,1979.19,98
2014-02-18,España,2673.0,117
2014-02-19,Italia,2724.6,189
2014-02-19,Italia,1755.48,170
2014-02-19,Francia,145.29,6
2014-02-20,Italia,405.36,27
2014-02-20,Italia,2302.46,168
2014-02-20,Italia,1711.28,74
2014-02-20,España,4206.93,261
2014-02-20,Francia,4590.69,342
2014-02-21,Francia,689.88,53
2014-02-22,Francia,1120.8,49
2014-02-22,España,2048.2,136
2014-02-23,Inglaterra,2371.41,99
2014-02-23,Italia,4978.03,326
2014-02-23,Francia,1374.57,112
2014-02-23,España,224.32,15
2014-02-23,Italia,3713.7,304
2014-02-23,España,4848.16,354
2014-02-23,Inglaterra,480.59,22
2014-02-24,Italia,3943.76,452
2014-02-24,España,2006.91,171
2014-02-24,Francia,4325.66,181
2014-02-24,Inglaterra,612.09,29
2014-02-24,Italia,4640.89,218
2014-02-24,Francia,4356.91,251
2014-02-24,Italia,3236.44,171
2014-02-24,Francia,819.56,38
2014-02-24,España,3774.94,271
2014-02-25,Inglaterra,514.91,39
2014-02-25,Francia,3978.71,272
2014-02-25,España,512.14,21
2014-02-25,Italia,2506.23,110
2014-02-25,Italia,2017.26,94
2014-02-25,Francia,2588.68,138
2014-02-26,Francia,2416.74,168
2014-02-26,Italia,2196.42,95
2014-02-26,Francia,2550.73,156
2014-02-26,España,2934.52,177
2014-02-26,Inglaterra,3374.97,203
2014-02-26,España,4196.03,253
2014-02-26,Francia,2681.07,132
2014-02-27,Inglaterra,2001.44,185
2014-02-27,Francia,3393.9,260
2014-02-27,Francia,2984.59,125
2014-02-28,Francia,2843.82,135
2014-02-28,Francia,1011.17,46
2014-03-01,España,4932.28,260
2014-03-01,Francia,4227.02,193
2014-03-01,España,3117.64,341
2014-03-01,Inglaterra,4490.54,204
2014-03-01,Francia,3671.62,209
2014-03-01,Italia,1029.84,116
2014-03-01,Inglaterra,2867.76,116
2014-03-02,Inglaterra,4405.62,191
2014-03-03,Italia,2024.53,217
2014-03-03,Francia,1777.31,96
2014-03-03,España,3477.76,165
2014-03-03,Italia,3537.34,308
2014-03-03,Italia,2860.58,121
2014-03-04,Francia,290.96,13
2014-03-04,Francia,2057.58,97
2014-03-04,Francia,4933.14,287
2014-03-04,Italia,2294.92,98
2014-03-05,España,4011.1,326
2014-03-05,España,4917.96,240
2014-03-05,Francia,1066.71,55
2014-03-05,Inglaterra,2191.82,154
2014-03-05,Francia,2277.53,158
2014-03-05,Italia,933.52,48
2014-03-05,España,2223.5,119
2014-03-05,Italia,4391.84,179
2014-03-06,Italia,4361.82,372
2014-03-06,Francia,263.67,30
2014-03-07,Francia,617.32,25
2014-03-07,Francia,537.32,38
2014-03-07,Inglaterra,1818.52,81
2014-03-07,Italia,4292.45,323
2014-03-08,Inglaterra,2609.31,108
2014-03-08,Italia,1190.76,52
2014-03-08,Italia,1867.86,104
2014-03-08,Inglaterra,4605.7,207
2014-03-08,Italia,2488.46,159
2014-03-09,Francia,1824.33,124
2014-03-09,Italia,2837.74,116
2014-03-10,Italia,1797.83,99
2014-03-10,España,3956.58,478
2014-03-10,Italia,2118.3,130
2014-03-11,Francia,1434.99,60
2014-03-11,Inglaterra,1817.3,114
2014-03-11,Francia,3202.22,136
2014-03-11,Italia,3608.85,171
2014-03-11,Italia,2491.65,170
2014-03-11,Italia,1458.09,78
2014-03-11,España,166.66,9
2014-03-11,Inglaterra,2740.21,111
2014-03-12,Francia,660.03,60
2014-03-12,Inglaterra,1177.02,78
2014-03-12,Italia,511.12,37
2014-03-13,España,1141.85,81
2014-03-14,Francia,3790.75,155
2014-03-14,Inglaterra,1834.14,148
2014-03-14,Francia,4782.54,540
2014-03-15,Italia,2005.1,121
2014-03-15,Italia,3021.2,173
2014-03-15,Francia,1808.62,151
2014-03-16,Francia,2402.03,105
2014-03-16,España,658.41,43
2014-03-16,Francia,216.65,9
2014-03-17,España,891.92,53
2014-03-17,Francia,3321.23,290
2014-03-17,España,3401.19,188
2014-03-17,Francia,1029.51,63
2014-03-18,España,3174.45,148
2014-03-18,España,4078.12,426
2014-03-18,Italia,2764.14,189
2014-03-18,España,1222.04,52
2014-03-18,España,719.98,89
2014-03-18,España,904.78,38
2014-03-18,España,2511.37,309
2014-03-19,Francia,595.51,26
2014-03-19,Inglaterra,448.91,45
2014-03-19,Francia,1820.98,86
2014-03-19,Francia,1042.48,49
2014-03-19,Inglaterra,4890.85,359
2014-03-20,Francia,1174.0,86
2014-03-20,Italia,2108.25,92
2014-03-20,Francia,1015.87,43
2014-03-20,Italia,3889.75,185
2014-03-21,Francia,3088.91,270
2014-03-21,Francia,2418.16,115
2014-03-21,Italia,4723.8,211
2014-03-21,Italia,1287.85,98
2014-03-21,España,1298.96,54
2014-03-21,España,2894.9,323
2014-03-21,Francia,1483.4,65
2014-03-22,Francia,1138.71,69
2014-03-22,Inglaterra,2956.06,147
2014-03-22,España,3544.53,163
2014-03-22,España,2193.29,104
2014-03-23,España,2292.96,189
2014-03-23,Italia,4920.85,473
2014-03-23,España,699.21,32
2014-03-23,Francia,4644.37,265
2014-03-23,España,358.1,22
2014-03-23,Francia,3024.02,160
2014-03-23,Francia,1718.05,214
2014-03-24,Francia,758.06,78
2014-03-24,Italia,2156.31,131
2014-03-24,Italia,4365.01,183
2014-03-25,Francia,4993.2,477
2014-03-25,Inglaterra,150.15,8
2014-03-25,Italia,2405.65,177
2014-03-25,Francia,3575.43,328
2014-03-25,Inglaterra,1763.91,152
2014-03-26,Francia,3911.18,428
2014-03-26,Italia,4397.43,180
2014-03-26,Inglaterra,1866.27,133
2014-03-26,España,2714.19,125
2014-03-26,Inglaterra,650.14,74
2014-03-27,Francia,274.59,14
2014-03-27,Francia,4461.52,282
2014-03-28,Francia,2715.23,154
2014-03-28,Francia,1430.27,99
2014-03-28,Francia,2441.66,122
2014-03-29,España,3679.66,158
2014-03-29,Francia,607.14,45
2014-03-29,Inglaterra,1140.62,56
2014-03-29,España,451.86,55
2014-03-29,Francia,3126.03,349
2014-03-29,España,1537.61,73
2014-03-29,Francia,3340.56,241
2014-03-30,España,1947.27,126
2014-03-30,España,1190.35,73
2014-03-30,España,3906.47,168
2014-03-30,España,2784.57,194
2014-03-30,Italia,973.34,70
2014-03-31,Inglaterra,4988.49,293
2014-03-31,Inglaterra,3920.08,238
2014-03-31,Inglaterra,2870.67,174
2014-03-31,Inglaterra,3996.91,388
2014-03-31,Inglaterra,3837.0,284
2014-03-31,Francia,4981.11,286
2014-03-31,Inglaterra,1153.85,62
2014-04-01,Francia,3956.09,296
2014-04-01,Francia,3497.64,252
2014-04-01,Italia,1334.08,81
2014-04-01,Francia,190.44,24
2014-04-01,Francia,4159.84,398
2014-04-01,Italia,645.44,32
2014-04-02,Francia,4438.65,374
2014-04-02,Francia,500.35,33
2014-04-02,España,3974.23,184
2014-04-02,Inglaterra,1616.46,177
2014-04-02,Francia,3863.36,188
2014-04-02,Inglaterra,1473.06,61
2014-04-02,Francia,568.13,33
2014-04-02,Italia,3929.3,402
2014-04-02,Inglaterra,1531.67,94
2014-04-03,Francia,789.98,32
2014-04-03,Francia,4987.17,302
2014-04-04,Inglaterra,1347.67,62
2014-04-04,Francia,3858.36,247
2014-04-04,Francia,3309.62,134
2014-04-04,Inglaterra,4899.16,226
2014-04-04,España,3143.55,290
2014-04-05,Francia,4789.26,415
2014-04-05,Francia,1525.7,96
2014-04-05,Inglaterra,1298.09,67
2014-04-05,Francia,698.06,33
2014-04-05,Italia,3542.87,340
2014-04-05,Italia,175.86,8
2014-04-05,Italia,2053.14,204
2014-04-05,Italia,3828.37,156
2014-04-06,Italia,1156.48,73
2014-04-06,Francia,1099.96,55
2014-04-06,Francia,2311.55,247
2014-04-06,Italia,4586.89,387
2014-04-07,Francia,2343.76,204
2014-04-07,España,4629.71,564
2014-04-08,Francia,2896.64,217
2014-04-08,Inglaterra,1295.91,61
2014-04-08,España,571.63,37
2014-04-09,Francia,841.57,43
2014-04-09,Italia,671.07,29
2014-04-09,Francia,4129.58,231
2014-04-09,Francia,2226.28,134
2014-04-10,Francia,2947.5,136
2014-04-10,Francia,1081.08,135
2014-04-10,España,994.13,65
2014-04-10,Francia,283.69,22
2014-04-10,Inglaterra,2805.85,127
2014-04-10,Francia,1435.4,122
2014-04-11,España,730.03,42
2014-04-12,Italia,2864.02,123
2014-04-12,Italia,1289.3,77
2014-04-12,España,3572.65,197
2014-04-12,Italia,1922.11,165
2014-04-12,Francia,1390.68,60
2014-04-13,Francia,4279.77,202
2014-04-13,Francia,2245.22,163
2014-04-13,Italia,492.16,26
2014-04-13,España,4847.62,412
2014-04-14,Francia,1003.4,77
2014-04-15,Francia,2271.94,261
2014-04-15,Francia,1296.06,157
2014-04-16,Francia,105.9,5
2014-04-16,Italia,384.43,16
2014-04-16,Francia,4425.78,199
2014-04-16,Italia,1287.4,63
2014-04-16,Francia,414.56,27
2014-04-16,Inglaterra,588.68,40
2014-04-16,Francia,4474.69,183
2014-04-16,Inglaterra,3957.9,319
2014-04-16,Francia,2118.6,128
2014-04-16,Francia,1400.82,171
2014-04-16,Francia,565.17,68
2014-04-17,Francia,1209.68,98
2014-04-17,Francia,2503.34,145
2014-04-17,Italia,3009.01,210
2014-04-18,Inglaterra,1214.5,70
2014-04-18,Italia,140.91,7
2014-04-19,Italia,4696.14,238
2014-04-19,Italia,4769.78,195
2014-04-19,Francia,3544.86,156
2014-04-20,Francia,1860.23,147
2014-04-20,Francia,960.57,60
2014-04-20,Francia,2673.49,117
2014-04-21,Inglaterra,160.22,7
2014-04-21,Italia,4514.25,373
2014-04-21,Francia,883.71,86
2014-04-21,Francia,175.53,15
2014-04-21,Italia,4121.07,256
2014-04-21,Francia,4804.06,278
2014-04-21,España,4152.05,346
2014-04-21,Francia,1375.95,57
2014-04-22,Francia,1590.14,68
2014-04-22,Francia,734.07,52
2014-04-22,Inglaterra,4302.51,226
2014-04-22,Inglaterra,3917.04,433
2014-04-23,Francia,1301.63,64
2014-04-23,Inglaterra,4585.82,494
2014-04-23,Inglaterra,2921.02,301
2014-04-23,Francia,848.75,63
2014-04-23,Italia,875.37,85
2014-04-24,Francia,2141.5,86
2014-04-24,Francia,2536.5,257
2014-04-25,España,2781.46,155
2014-04-25,España,2228.66,202
2014-04-25,Francia,3650.69,196
2014-04-25,Francia,1613.33,88
2014-04-25,España,3971.54,177
2014-04-26,Italia,3572.24,315
2014-04-26,España,4019.16,452
2014-04-26,España,3914.14,202
2014-04-26,Francia,1803.92,88
2014-04-26,Francia,1610.94,123
2014-04-26,España,4702.2,369
2014-04-27,España,1946.42,113
2014-04-27,Inglaterra,4114.74,362
2014-04-27,Francia,4730.75,530
2014-04-28,España,830.57,45
2014-04-28,Francia,1596.37,108
2014-04-28,Inglaterra,1542.18,100
2014-04-28,Inglaterra,3890.82,328
2014-04-28,Francia,2308.05,121
2014-04-28,Italia,4856.88,210
2014-04-29,Francia,1849.22,128
2014-04-29,Inglaterra,1379.23,67
2014-04-30,Francia,1501.69,133
2014-04-30,Italia,2244.23,143
2014-04-30,Inglaterra,4890.4,340
2014-04-30,Francia,3879.44,413
2014-04-30,Francia,3046.41,144
2014-04-30,Francia,787.59,43
2014-04-30,España,4489.41,539
2014-04-30,España,848.48,46
2014-04-30,España,4853.38,199
2014-04-30,Italia,3661.03,256
2014-05-01,Francia,4803.19,202
2014-05-01,Inglaterra,2824.97,197
2014-05-01,Francia,2793.38,195
2014-05-03,Francia,3100.33,320
2014-05-03,Francia,4038.38,186
2014-05-03,Italia,472.21,38
2014-05-03,Francia,4034.36,286
2014-05-03,Italia,737.93,35
2014-05-03,Francia,2441.6,292
2014-05-04,Francia,2742.23,293
2014-05-04,Francia,2280.59,96
2014-05-04,Italia,3517.56,374
2014-05-04,Francia,797.2,76
2014-05-04,Inglaterra,2918.05,156
2014-05-04,Francia,1737.65,183
2014-05-05,España,1940.68,120
2014-05-05,Francia,4899.16,241
2014-05-05,España,3198.76,169
2014-05-05,España,307.12,31
2014-05-05,España,967.51,77
2014-05-05,Francia,4407.4,502
2014-05-05,Italia,227.31,12
2014-05-05,España,3661.0,328
2014-05-06,España,2409.7,296
2014-05-06,Francia,4842.51,216
2014-05-06,Italia,1496.99,85
2014-05-06,España,2667.95,288
2014-05-06,España,3268.33,224
2014-05-07,España,2441.6,270
2014-05-07,Francia,535.98,53
2014-05-07,Inglaterra,943.29,56
2014-05-08,España,1839.22,90
2014-05-08,Francia,2581.86,209
2014-05-08,Francia,2520.54,172
2014-05-08,Francia,1111.91,94
2014-05-08,Italia,1304.55,103
2014-05-08,Francia,1802.25,131
2014-05-08,Italia,1088.82,60
2014-05-09,Francia,1056.36,70
2014-05-09,España,1542.87,113
2014-05-09,España,432.84,29
2014-05-09,España,2938.18,147
2014-05-09,España,3461.05,278
2014-05-09,España,4603.0,229
2014-05-09,España,4616.46,515
2014-05-10,Italia,276.35,17
2014-05-10,Francia,3334.01,259
2014-05-10,Francia,2778.31,195
2014-05-10,España,1480.95,112
2014-05-10,Francia,921.31,45
2014-05-10,Inglaterra,540.84,27
2014-05-11,Francia,215.16,20
2014-05-11,Francia,4832.92,317
2014-05-12,Italia,3751.15,426
2014-05-12,Italia,4088.93,487
2014-05-12,Francia,1731.27,84
2014-05-12,Inglaterra,1321.94,154
2014-05-12,España,784.25,33
2014-05-13,Inglaterra,638.31,39
2014-05-13,Inglaterra,810.0,98
2014-05-14,España,2724.08,254
2014-05-14,Francia,3886.74,346
2014-05-14,España,4245.31,316
2014-05-14,Italia,2355.57,278
2014-05-14,Francia,710.04,87
2014-05-14,Francia,4639.85,262
2014-05-14,Francia,3122.73,227
2014-05-15,Francia,4981.12,272
2014-05-15,Italia,501.65,50
2014-05-15,Italia,3422.5,257
2014-05-15,Italia,3183.84,335
2014-05-15,Francia,2891.55,212
2014-05-15,Francia,2113.41,90
2014-05-15,España,2706.66,138
2014-05-16,Italia,4278.38,226
2014-05-16,Francia,1578.72,170
2014-05-16,España,4534.15,256
2014-05-17,España,441.57,24
2014-05-17,Francia,1153.61,59
2014-05-17,Francia,2408.31,217
2014-05-17,Francia,3830.23,256
2014-05-18,España,1013.03,52
2014-05-18,Francia,1466.3,153
2014-05-18,España,3859.66,187
2014-05-18,Inglaterra,4255.06,300
2014-05-18,Francia,2411.1,152
2014-05-18,Italia,484.78,30
2014-05-18,Inglaterra,2916.3,250
2014-05-19,Francia,2204.15,90
2014-05-19,Italia,642.67,34
2014-05-19,España,345.09,20
2014-05-19,España,967.65,44
2014-05-19,Italia,3896.14,169
2014-05-20,Francia,1523.01,84
2014-05-20,Francia,1719.94,93
2014-05-20,Francia,2475.41,119
2014-05-20,Italia,1014.13,64
2014-05-20,España,4721.5,295
2014-05-20,Italia,3408.2,267
2014-05-21,Inglaterra,621.3,50
2014-05-21,Francia,1591.77,76
2014-05-21,Francia,1284.19,104
2014-05-22,España,2114.1,94
2014-05-22,Francia,4749.52,556
2014-05-23,Francia,935.12,102
2014-05-23,España,121.96,7
2014-05-23,Italia,2434.77,110
2014-05-23,Francia,1000.32,64
2014-05-23,Francia,2525.07,113
2014-05-23,España,769.81,93
2014-05-23,Francia,862.39,54
2014-05-24,Inglaterra,591.04,47
2014-05-24,Francia,1445.41,63
2014-05-24,España,4996.74,217
2014-05-24,España,346.04,31
2014-05-24,Italia,4803.23,444
2014-05-24,España,3262.19,292
2014-05-25,Francia,2426.17,277
2014-05-25,España,3826.73,234
2014-05-25,Francia,3734.85,162
2014-05-25,Francia,1986.7,134
2014-05-26,Inglaterra,4882.32,209
2014-05-26,Francia,3989.8,180
2014-05-26,Francia,4383.11,189
2014-05-26,Francia,2813.49,205
2014-05-26,Inglaterra,1164.56,72
2014-05-27,Francia,1789.46,83
2014-05-27,España,4757.7,524
2014-05-28,España,3313.4,229
2014-05-28,Italia,4849.72,295
2014-05-28,Inglaterra,2366.22,151
2014-05-28,Francia,4476.71,297
2014-05-28,España,2766.58,193
2014-05-29,España,3277.64,170
2014-05-29,Inglaterra,3834.15,171
2014-05-29,Francia,4193.28,184
2014-05-30,Francia,3843.87,202
2014-05-30,España,2832.45,327
2014-05-30,Francia,2399.48,113
2014-05-30,Francia,355.71,30
2014-05-30,Francia,4211.7,181
2014-05-31,Italia,1515.68,72
2014-05-31,Inglaterra,2735.82,145
2014-05-31,Francia,2914.7,296
2014-05-31,Inglaterra,199.16,11
2014-05-31,Italia,4710.23,240
2014-05-31,Italia,2671.9,146
2014-05-31,Francia,602.42,32
2014-05-31,Italia,3998.34,256
2014-06-01,Francia,4410.63,399
2014-06-01,Francia,2581.66,113
2014-06-01,España,2043.38,152
2014-06-01,Francia,1232.08,106
2014-06-01,Francia,222.36,27
2014-06-02,Francia,4457.15,211
2014-06-02,Francia,4738.87,535
2014-06-02,España,4154.48,202
2014-06-02,Inglaterra,2277.47,109
2014-06-02,España,4565.05,184
2014-06-03,España,4084.29,268
2014-06-03,Inglaterra,2161.34,95
2014-06-03,Italia,3057.86,330
2014-06-03,España,4376.7,230
2014-06-04,Francia,340.72,37
2014-06-04,España,1735.2,82
2014-06-04,España,4006.57,485
2014-06-04,España,1366.68,136
2014-06-04,Francia,1428.77,62
2014-06-04,Italia,4628.76,232
2014-06-04,España,345.71,31
2014-06-04,Italia,3752.79,202
2014-06-05,Francia,830.54,36
2014-06-05,España,3903.14,316
2014-06-05,Inglaterra,3960.54,264
2014-06-05,Italia,2329.55,96
2014-06-05,Francia,3878.57,208
2014-06-05,Francia,3149.35,205
2014-06-05,Inglaterra,1714.76,141
2014-06-06,Inglaterra,1388.12,67
2014-06-06,Francia,675.56,50
2014-06-06,España,3702.07,345
2014-06-07,Francia,1350.63,56
2014-06-07,España,4271.32,250
2014-06-07,Italia,4295.71,209
2014-06-08,Francia,3053.38,211
2014-06-08,Francia,1342.98,55
